INFO     | 2019-06-29 11:56:32,030 | config     | Loading configuration at './partition_finder.cfg'
INFO     | 2019-06-29 12:00:20,705 | progress   |       Finished subset 7/13, 53.85 percent done
INFO     | 2019-06-29 12:00:33,472 | progress   |       Finished subset 8/13, 61.54 percent done
INFO     | 2019-06-29 12:00:39,709 | progress   |       Finished subset 9/13, 69.23 percent done
INFO     | 2019-06-29 12:00:44,661 | progress   |       Finished subset 10/13, 76.92 percent done
INFO     | 2019-06-29 12:00:50,767 | progress   |       Finished subset 11/13, 84.62 percent done
INFO     | 2019-06-29 12:00:54,252 | progress   |       Finished subset 12/13, 92.31 percent done
INFO     | 2019-06-29 12:00:56,673 | progress   |       Finished subset 13/13, 100.00 percent done
INFO     | 2019-06-29 12:00:56,682 | analysis_m |    ***Greedy algorithm step 1***
INFO     | 2019-06-29 12:00:56,692 | analysis_m |       Analysing 78 new subset pairs
INFO     | 2019-06-29 12:02:48,016 | progress   |       Finished subset 1/78, 1.28 percent done
INFO     | 2019-06-29 12:05:10,180 | progress   |       Finished subset 2/78, 2.56 percent done
INFO     | 2019-06-29 12:05:56,290 | progress   |       Finished subset 3/78, 3.85 percent done
INFO     | 2019-06-29 12:06:40,066 | progress   |       Finished subset 4/78, 5.13 percent done
INFO     | 2019-06-29 12:07:45,928 | progress   |       Finished subset 5/78, 6.41 percent done
INFO     | 2019-06-29 12:09:07,644 | progress   |       Finished subset 6/78, 7.69 percent done
INFO     | 2019-06-29 12:09:49,637 | progress   |       Finished subset 7/78, 8.97 percent done
INFO     | 2019-06-29 12:10:17,836 | progress   |       Finished subset 8/78, 10.26 percent done
INFO     | 2019-06-29 12:10:58,608 | progress   |       Finished subset 9/78, 11.54 percent done
INFO     | 2019-06-29 12:12:23,611 | progress   |       Finished subset 10/78, 12.82 percent done
INFO     | 2019-06-29 12:13:06,061 | progress   |       Finished subset 11/78, 14.10 percent done
INFO     | 2019-06-29 12:14:05,173 | progress   |       Finished subset 12/78, 15.38 percent done
INFO     | 2019-06-29 12:14:47,774 | progress   |       Finished subset 13/78, 16.67 percent done
INFO     | 2019-06-29 12:15:29,748 | progress   |       Finished subset 14/78, 17.95 percent done
INFO     | 2019-06-29 12:16:09,504 | progress   |       Finished subset 15/78, 19.23 percent done
INFO     | 2019-06-29 12:16:48,552 | progress   |       Finished subset 16/78, 20.51 percent done
INFO     | 2019-06-29 12:17:29,396 | progress   |       Finished subset 17/78, 21.79 percent done
INFO     | 2019-06-29 12:18:06,141 | progress   |       Finished subset 18/78, 23.08 percent done
INFO     | 2019-06-29 12:18:52,877 | progress   |       Finished subset 19/78, 24.36 percent done
INFO     | 2019-06-29 12:19:17,325 | progress   |       Finished subset 20/78, 25.64 percent done
INFO     | 2019-06-29 12:20:05,345 | progress   |       Finished subset 21/78, 26.92 percent done
INFO     | 2019-06-29 12:20:43,718 | progress   |       Finished subset 22/78, 28.21 percent done
INFO     | 2019-06-29 12:21:22,920 | progress   |       Finished subset 23/78, 29.49 percent done
INFO     | 2019-06-29 12:21:58,565 | progress   |       Finished subset 24/78, 30.77 percent done
INFO     | 2019-06-29 12:22:36,255 | progress   |       Finished subset 25/78, 32.05 percent done
INFO     | 2019-06-29 12:23:10,004 | progress   |       Finished subset 26/78, 33.33 percent done
INFO     | 2019-06-29 12:23:44,964 | progress   |       Finished subset 27/78, 34.62 percent done
INFO     | 2019-06-29 12:24:18,070 | progress   |       Finished subset 28/78, 35.90 percent done
INFO     | 2019-06-29 12:24:49,102 | progress   |       Finished subset 29/78, 37.18 percent done
INFO     | 2019-06-29 12:25:22,823 | progress   |       Finished subset 30/78, 38.46 percent done
INFO     | 2019-06-29 12:26:02,413 | progress   |       Finished subset 31/78, 39.74 percent done
INFO     | 2019-06-29 12:26:52,114 | progress   |       Finished subset 32/78, 41.03 percent done
INFO     | 2019-06-29 12:27:37,552 | progress   |       Finished subset 33/78, 42.31 percent done
INFO     | 2019-06-29 12:28:11,723 | progress   |       Finished subset 34/78, 43.59 percent done
INFO     | 2019-06-29 12:28:50,285 | progress   |       Finished subset 35/78, 44.87 percent done
INFO     | 2019-06-29 12:29:29,856 | progress   |       Finished subset 36/78, 46.15 percent done
INFO     | 2019-06-29 12:29:47,856 | progress   |       Finished subset 37/78, 47.44 percent done
INFO     | 2019-06-29 12:30:14,973 | progress   |       Finished subset 38/78, 48.72 percent done
INFO     | 2019-06-29 12:30:39,918 | progress   |       Finished subset 39/78, 50.00 percent done
INFO     | 2019-06-29 12:31:01,391 | progress   |       Finished subset 40/78, 51.28 percent done
INFO     | 2019-06-29 12:31:31,942 | progress   |       Finished subset 41/78, 52.56 percent done
INFO     | 2019-06-29 12:32:07,788 | progress   |       Finished subset 42/78, 53.85 percent done
INFO     | 2019-06-29 12:32:25,259 | progress   |       Finished subset 43/78, 55.13 percent done
INFO     | 2019-06-29 12:32:42,340 | progress   |       Finished subset 44/78, 56.41 percent done
INFO     | 2019-06-29 12:32:59,301 | progress   |       Finished subset 45/78, 57.69 percent done
INFO     | 2019-06-29 12:33:12,427 | progress   |       Finished subset 46/78, 58.97 percent done
INFO     | 2019-06-29 12:33:28,322 | progress   |       Finished subset 47/78, 60.26 percent done
INFO     | 2019-06-29 12:33:40,642 | progress   |       Finished subset 48/78, 61.54 percent done
INFO     | 2019-06-29 12:34:06,371 | progress   |       Finished subset 49/78, 62.82 percent done
INFO     | 2019-06-29 12:34:20,472 | progress   |       Finished subset 50/78, 64.10 percent done
INFO     | 2019-06-29 12:34:48,358 | progress   |       Finished subset 51/78, 65.38 percent done
INFO     | 2019-06-29 12:35:04,966 | progress   |       Finished subset 52/78, 66.67 percent done
INFO     | 2019-06-29 12:35:32,142 | progress   |       Finished subset 53/78, 67.95 percent done
INFO     | 2019-06-29 12:35:41,916 | progress   |       Finished subset 54/78, 69.23 percent done
INFO     | 2019-06-29 12:35:51,940 | progress   |       Finished subset 55/78, 70.51 percent done
INFO     | 2019-06-29 12:36:15,190 | progress   |       Finished subset 56/78, 71.79 percent done
INFO     | 2019-06-29 12:36:42,293 | progress   |       Finished subset 57/78, 73.08 percent done
INFO     | 2019-06-29 12:37:05,370 | progress   |       Finished subset 58/78, 74.36 percent done
INFO     | 2019-06-29 12:37:17,194 | progress   |       Finished subset 59/78, 75.64 percent done
INFO     | 2019-06-29 12:37:30,489 | progress   |       Finished subset 60/78, 76.92 percent done
INFO     | 2019-06-29 12:37:40,912 | progress   |       Finished subset 61/78, 78.21 percent done
INFO     | 2019-06-29 12:37:50,905 | progress   |       Finished subset 62/78, 79.49 percent done
INFO     | 2019-06-29 12:38:02,070 | progress   |       Finished subset 63/78, 80.77 percent done
INFO     | 2019-06-29 12:38:16,731 | progress   |       Finished subset 64/78, 82.05 percent done
INFO     | 2019-06-29 12:38:25,767 | progress   |       Finished subset 65/78, 83.33 percent done
INFO     | 2019-06-29 12:38:37,272 | progress   |       Finished subset 66/78, 84.62 percent done
INFO     | 2019-06-29 12:38:45,847 | progress   |       Finished subset 67/78, 85.90 percent done
INFO     | 2019-06-29 12:38:56,991 | progress   |       Finished subset 68/78, 87.18 percent done
INFO     | 2019-06-29 12:39:08,176 | progress   |       Finished subset 69/78, 88.46 percent done
INFO     | 2019-06-29 12:39:19,563 | progress   |       Finished subset 70/78, 89.74 percent done
INFO     | 2019-06-29 12:39:28,530 | progress   |       Finished subset 71/78, 91.03 percent done
INFO     | 2019-06-29 12:39:35,271 | progress   |       Finished subset 72/78, 92.31 percent done
INFO     | 2019-06-29 12:39:41,540 | progress   |       Finished subset 73/78, 93.59 percent done
INFO     | 2019-06-29 12:39:47,021 | progress   |       Finished subset 74/78, 94.87 percent done
INFO     | 2019-06-29 12:39:52,190 | progress   |       Finished subset 75/78, 96.15 percent done
INFO     | 2019-06-29 12:39:58,025 | progress   |       Finished subset 76/78, 97.44 percent done
INFO     | 2019-06-29 12:40:04,030 | progress   |       Finished subset 77/78, 98.72 percent done
INFO     | 2019-06-29 12:40:07,282 | progress   |       Finished subset 78/78, 100.00 percent done
INFO     | 2019-06-29 12:40:07,285 | analysis_m |       Finding the best partitioning scheme
INFO     | 2019-06-29 12:40:07,320 | analysis_m |       Best scheme combines subsets: 'SSU_RNA' and 'STEM18S'
INFO     | 2019-06-29 12:40:07,321 | analysis_m |       The best scheme improves the bic score by 17.31 to 39752.9
INFO     | 2019-06-29 12:40:07,328 | analysis_m |    ***Greedy algorithm step 2***
INFO     | 2019-06-29 12:40:07,330 | analysis_m |       Analysing 11 new subset pairs
INFO     | 2019-06-29 12:42:34,802 | progress   |       Finished subset 1/11, 9.09 percent done
INFO     | 2019-06-29 12:44:55,027 | progress   |       Finished subset 2/11, 18.18 percent done
INFO     | 2019-06-29 12:46:11,820 | progress   |       Finished subset 3/11, 27.27 percent done
INFO     | 2019-06-29 12:48:22,712 | progress   |       Finished subset 4/11, 36.36 percent done
INFO     | 2019-06-29 12:50:20,032 | progress   |       Finished subset 5/11, 45.45 percent done
INFO     | 2019-06-29 12:51:39,865 | progress   |       Finished subset 6/11, 54.55 percent done
INFO     | 2019-06-29 12:53:03,592 | progress   |       Finished subset 7/11, 63.64 percent done
INFO     | 2019-06-29 12:54:44,744 | progress   |       Finished subset 8/11, 72.73 percent done
INFO     | 2019-06-29 12:55:55,301 | progress   |       Finished subset 9/11, 81.82 percent done
INFO     | 2019-06-29 12:57:23,419 | progress   |       Finished subset 10/11, 90.91 percent done
INFO     | 2019-06-29 12:58:42,037 | progress   |       Finished subset 11/11, 100.00 percent done
INFO     | 2019-06-29 12:58:42,038 | analysis_m |       Finding the best partitioning scheme
INFO     | 2019-06-29 12:58:42,049 | analysis_m |       Best scheme combines subsets: 'RSC' and 'RAA'
INFO     | 2019-06-29 12:58:42,049 | analysis_m |       The best scheme improves the bic score by 15.10 to 39737.7
INFO     | 2019-06-29 12:58:42,056 | analysis_m |    ***Greedy algorithm step 3***
INFO     | 2019-06-29 12:58:42,058 | analysis_m |       Analysing 10 new subset pairs
INFO     | 2019-06-29 13:00:01,330 | progress   |       Finished subset 1/10, 10.00 percent done
INFO     | 2019-06-29 13:00:36,763 | progress   |       Finished subset 2/10, 20.00 percent done
INFO     | 2019-06-29 13:01:02,380 | progress   |       Finished subset 3/10, 30.00 percent done
INFO     | 2019-06-29 13:01:49,073 | progress   |       Finished subset 4/10, 40.00 percent done
INFO     | 2019-06-29 13:02:11,447 | progress   |       Finished subset 5/10, 50.00 percent done
INFO     | 2019-06-29 13:02:30,118 | progress   |       Finished subset 6/10, 60.00 percent done
INFO     | 2019-06-29 13:02:44,420 | progress   |       Finished subset 7/10, 70.00 percent done
INFO     | 2019-06-29 13:02:59,721 | progress   |       Finished subset 8/10, 80.00 percent done
INFO     | 2019-06-29 13:03:13,370 | progress   |       Finished subset 9/10, 90.00 percent done
INFO     | 2019-06-29 13:03:24,646 | progress   |       Finished subset 10/10, 100.00 percent done
INFO     | 2019-06-29 13:03:24,647 | analysis_m |       Finding the best partitioning scheme
INFO     | 2019-06-29 13:03:24,654 | analysis_m |       Best scheme combines subsets: 'LOOP' and 'LOOP18S'
INFO     | 2019-06-29 13:03:24,655 | analysis_m |       The best scheme improves the bic score by 6.68 to 39731.1
INFO     | 2019-06-29 13:03:24,659 | analysis_m |    ***Greedy algorithm step 4***
INFO     | 2019-06-29 13:03:24,660 | analysis_m |       Analysing 9 new subset pairs
INFO     | 2019-06-29 13:05:57,523 | progress   |       Finished subset 1/9, 11.11 percent done
INFO     | 2019-06-29 13:06:49,317 | progress   |       Finished subset 2/9, 22.22 percent done
INFO     | 2019-06-29 13:07:20,576 | progress   |       Finished subset 3/9, 33.33 percent done
INFO     | 2019-06-29 13:08:03,179 | progress   |       Finished subset 4/9, 44.44 percent done
INFO     | 2019-06-29 13:08:34,242 | progress   |       Finished subset 5/9, 55.56 percent done
INFO     | 2019-06-29 13:08:56,919 | progress   |       Finished subset 6/9, 66.67 percent done
INFO     | 2019-06-29 13:09:17,662 | progress   |       Finished subset 7/9, 77.78 percent done
INFO     | 2019-06-29 13:09:45,055 | progress   |       Finished subset 8/9, 88.89 percent done
INFO     | 2019-06-29 13:10:09,792 | progress   |       Finished subset 9/9, 100.00 percent done
INFO     | 2019-06-29 13:10:09,857 | analysis_m |       Finding the best partitioning scheme
INFO     | 2019-06-29 13:10:09,864 | analysis_m |       Best scheme combines subsets: 'RAA_18S' and 'REC'
INFO     | 2019-06-29 13:10:09,865 | analysis_m |       The best scheme improves the bic score by 4.48 to 39726.6
INFO     | 2019-06-29 13:10:09,871 | analysis_m |    ***Greedy algorithm step 5***
INFO     | 2019-06-29 13:10:09,873 | analysis_m |       Analysing 8 new subset pairs
INFO     | 2019-06-29 13:11:52,704 | progress   |       Finished subset 1/8, 12.50 percent done
INFO     | 2019-06-29 13:12:37,775 | progress   |       Finished subset 2/8, 25.00 percent done
INFO     | 2019-06-29 13:13:06,303 | progress   |       Finished subset 3/8, 37.50 percent done
INFO     | 2019-06-29 13:13:22,230 | progress   |       Finished subset 4/8, 50.00 percent done
INFO     | 2019-06-29 13:13:50,813 | progress   |       Finished subset 5/8, 62.50 percent done
INFO     | 2019-06-29 13:14:05,315 | progress   |       Finished subset 6/8, 75.00 percent done
INFO     | 2019-06-29 13:14:16,214 | progress   |       Finished subset 7/8, 87.50 percent done
INFO     | 2019-06-29 13:14:29,054 | progress   |       Finished subset 8/8, 100.00 percent done
INFO     | 2019-06-29 13:14:29,055 | analysis_m |       Finding the best partitioning scheme
INFO     | 2019-06-29 13:14:29,059 | analysis_m |       Found no schemes that improve the score, stopping
INFO     | 2019-06-29 13:14:29,059 | analysis_m |    Greedy algorithm finished after 5 steps
INFO     | 2019-06-29 13:14:29,059 | analysis_m |    Best scoring scheme is scheme step_4, with bic score of 39726.588
INFO     | 2019-06-29 13:14:29,063 | model_util |    Information on best scheme is here: ./analysis/best_scheme.txt
INFO     | 2019-06-29 13:14:29,071 | model_util |    
INFO     | 2019-06-29 13:14:29,072 | model_util |    
INFO     | 2019-06-29 13:14:29,072 | model_util |    *Citations for this analysis*
INFO     | 2019-06-29 13:14:29,072 | model_util |    -----------------------------
INFO     | 2019-06-29 13:14:29,073 | model_util |    
INFO     | 2019-06-29 13:14:29,073 | model_util |    If you use this analysis in your published work, please cite the following papers on which your analysis relied.
INFO     | 2019-06-29 13:14:29,073 | model_util |    
INFO     | 2019-06-29 13:14:29,073 | model_util |    For the version of PartitionFinder you used, please cite:
INFO     | 2019-06-29 13:14:29,073 | model_util |    Lanfear, R., Frandsen, P. B., Wright, A. M., Senfeld, T., Calcott, B. (2016) PartitionFinder 2: new methods for selecting partitioned models of evolution formolecular and morphological phylogenetic analyses. Molecular biology and evolution. DOI: dx.doi.org/10.1093/molbev/msw260
INFO     | 2019-06-29 13:14:29,074 | model_util |    
INFO     | 2019-06-29 13:14:29,074 | model_util |    For the greedy algorithm you used, please cite:
INFO     | 2019-06-29 13:14:29,074 | model_util |    Lanfear, R., Calcott, B., Ho, S. Y., & Guindon, S. (2012). PartitionFinder: combined selection of partitioning schemes and substitution models for phylogenetic analyses. Molecular biology and evolution, 29(6), 1695-1701.
INFO     | 2019-06-29 13:14:29,074 | model_util |    
INFO     | 2019-06-29 13:14:29,074 | model_util |    Your analysis also used PhyML, so please cite:
INFO     | 2019-06-29 13:14:29,074 | model_util |    Guindon, S., Dufayard, J. F., Lefort, V., Anisimova, M., Hordijk, W., & Gascuel, O. (2010). New algorithms and methods to estimate maximum-likelihood phylogenies: assessing the performance of PhyML 3.0. Systematic biology, 59(3), 307-321.
INFO     | 2019-06-29 13:14:29,075 | model_util |    
INFO     | 2019-06-29 13:14:29,099 | main       | Total processing time: 1:17:57 (h:m:s)
INFO     | 2019-06-29 13:14:29,099 | main       | Processing complete.
